# driver=heuristic_weighted_average hz=14.08 rows=12691 runs=34
# 34 training seeds, WeightedAverage controller, applied_steer after smoothing.
# Steering resampled to hz by nearest sample. Difference WITHIN a run, never across runs.
driver,run,steering,speed
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.1696,8.222
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.193,8.072
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.231,7.744
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.2529,7.6
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.2813,7.383
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.3014,7.351
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.3203,7.243
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.3419,7.096
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.3603,7.078
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.3725,7.063
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.3865,7.044
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.3978,7.023
